Region,Fold,MAE,RMSE,MASE,WAPE (%)
Laptev Sea,4,2.630925416946411,3.868531396263884,2.3999347041762,2.877246
Laptev Sea,5,3.521683931350708,4.906361378176968,3.2071119111092785,4.2460876
Laptev Sea,6,4.504571437835693,5.754795231096887,4.101368086871085,6.0216084
Laptev Sea,7,6.554535388946533,7.67950743486447,5.945273934211007,11.052218
Laptev Sea,8,3.279737710952759,3.957279841455657,2.9649557179000525,6.586529
Laptev Sea,9,2.4137990474700928,2.890563964199362,2.17956174161929,5.361846
Laptev Sea,10,2.0674631595611572,2.470465148803487,1.8672186730874896,5.303893
Laptev Sea,11,1.7130311727523804,2.1599117644266497,1.5461603416125642,5.276875
Laptev Sea,12,4.7423553466796875,5.5988701770555,4.272069424772538,22.405079
Laptev Sea,13,1.9203706979751587,2.2457067006869473,1.7279167002383509,17.720806
Laptev Sea,14,1.97402024269104,2.3426504989367185,1.7791324902492185,27.63354
Laptev Sea,15,0.7549290657043457,1.0582791244460708,0.6813922470786792,18.098167
East Siberian Sea,1,0.8349162340164185,0.9835540436236145,0.9390556219235912,0.8537662
East Siberian Sea,2,1.2047398090362549,1.491258741610567,1.356932710440234,1.2389258
East Siberian Sea,3,0.8040568232536316,0.9833457652346004,0.9077738553646925,0.82319015
East Siberian Sea,4,0.8455786108970642,1.0509947946239893,0.9564249632783373,0.8627859
East Siberian Sea,5,1.2067813873291016,1.53410913218968,1.367042182477769,1.2558736
East Siberian Sea,6,2.3282315731048584,3.4846224162438406,2.642763878534001,2.5098844
East Siberian Sea,7,5.033802032470703,6.120145158230522,5.693734607799961,6.189101
East Siberian Sea,8,6.475582122802734,7.6259607428964165,7.273958959823176,9.413977
East Siberian Sea,9,3.8972244262695312,5.325014520902938,4.371516770516214,5.7892227
East Siberian Sea,10,1.8012644052505493,2.401803801109374,2.0212464163947312,2.9106092
East Siberian Sea,11,2.221029758453369,2.7021145558275173,2.486603885904787,4.092013
East Siberian Sea,12,5.161694526672363,6.152031862134237,5.758838817337513,11.786422
East Siberian Sea,13,2.507173776626587,3.027071717868546,2.7895362344372674,7.8883224
East Siberian Sea,14,2.3922691345214844,2.842911984557545,2.654463919309761,10.966201
East Siberian Sea,15,0.7915745973587036,0.9133109238815309,0.8791954346318417,4.6699533
